username,url,comments,all_res,sentiment_class,sentiment_score,binary_class,binary_score
ban.nalee,https:/www.instagram.com/p/Ck5hrbFpgqI/,😍😍😍,"[[{'label': 'anger', 'score': 0.12161625176668167}, {'label': 'disgust', 'score': 0.04986825957894325}, {'label': 'fear', 'score': 0.03936699777841568}, {'label': 'joy', 'score': 0.06958366930484772}, {'label': 'neutral', 'score': 0.6053075194358826}, {'label': 'sadness', 'score': 0.09122774004936218}, {'label': 'surprise', 'score': 0.02302943356335163}]]",neutral,0.6053075194358826,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CiHX5YnJ5N3/,🔥,"[[{'label': 'anger', 'score': 0.02147004008293152}, {'label': 'disgust', 'score': 0.015598674304783344}, {'label': 'fear', 'score': 0.02891242317855358}, {'label': 'joy', 'score': 0.019981378689408302}, {'label': 'neutral', 'score': 0.8911502957344055}, {'label': 'sadness', 'score': 0.019184565171599388}, {'label': 'surprise', 'score': 0.003702650312334299}]]",neutral,0.8911502957344055,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CiHX5YnJ5N3/,😍,"[[{'label': 'anger', 'score': 0.10557583719491959}, {'label': 'disgust', 'score': 0.06495044380426407}, {'label': 'fear', 'score': 0.01844700425863266}, {'label': 'joy', 'score': 0.03392431512475014}, {'label': 'neutral', 'score': 0.7202939987182617}, {'label': 'sadness', 'score': 0.047199148684740067}, {'label': 'surprise', 'score': 0.009609296917915344}]]",neutral,0.7202939987182617,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CiHX5YnJ5N3/,Sex me up rn,"[[{'label': 'anger', 'score': 0.028258660808205605}, {'label': 'disgust', 'score': 0.014261012896895409}, {'label': 'fear', 'score': 0.008970613591372967}, {'label': 'joy', 'score': 0.1128544956445694}, {'label': 'neutral', 'score': 0.5041927695274353}, {'label': 'sadness', 'score': 0.31066077947616577}, {'label': 'surprise', 'score': 0.020801689475774765}]]",neutral,0.5041927695274353,POSITIVE,0.9907863736152648
ban.nalee,https:/www.instagram.com/p/CiHX5YnJ5N3/,😍😍😍,"[[{'label': 'anger', 'score': 0.12161625176668167}, {'label': 'disgust', 'score': 0.04986825957894325}, {'label': 'fear', 'score': 0.03936699777841568}, {'label': 'joy', 'score': 0.06958366930484772}, {'label': 'neutral', 'score': 0.6053075194358826}, {'label': 'sadness', 'score': 0.09122774004936218}, {'label': 'surprise', 'score': 0.02302943356335163}]]",neutral,0.6053075194358826,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CiHX5YnJ5N3/,cutie!!!,"[[{'label': 'anger', 'score': 0.12655718624591827}, {'label': 'disgust', 'score': 0.03893624618649483}, {'label': 'fear', 'score': 0.006295039318501949}, {'label': 'joy', 'score': 0.22682318091392517}, {'label': 'neutral', 'score': 0.2986111342906952}, {'label': 'sadness', 'score': 0.024299733340740204}, {'label': 'surprise', 'score': 0.2784775197505951}]]",neutral,0.2986111342906952,POSITIVE,0.9976183772087096
ban.nalee,https:/www.instagram.com/p/Cc4c9jqpg2N/,gorgeous 😍,"[[{'label': 'anger', 'score': 0.0024967226199805737}, {'label': 'disgust', 'score': 0.0015327009605243802}, {'label': 'fear', 'score': 0.0004257670952938497}, {'label': 'joy', 'score': 0.9823272228240967}, {'label': 'neutral', 'score': 0.004105849657207727}, {'label': 'sadness', 'score': 0.004492907784879208}, {'label': 'surprise', 'score': 0.004618919920176268}]]",joy,0.9823272228240968,POSITIVE,0.9998594522476196
ban.nalee,https:/www.instagram.com/p/Cc4c9jqpg2N/,😳😳😳hot stuff,"[[{'label': 'anger', 'score': 0.06314913928508759}, {'label': 'disgust', 'score': 0.010862146504223347}, {'label': 'fear', 'score': 0.006223752163350582}, {'label': 'joy', 'score': 0.06259138882160187}, {'label': 'neutral', 'score': 0.7983419895172119}, {'label': 'sadness', 'score': 0.01337580755352974}, {'label': 'surprise', 'score': 0.04545573890209198}]]",neutral,0.7983419895172119,NEGATIVE,0.6903164386749268
ban.nalee,https:/www.instagram.com/p/Cc4c9jqpg2N/,小姐姐🥰 LMAO,"[[{'label': 'anger', 'score': 0.074009008705616}, {'label': 'disgust', 'score': 0.023280445486307144}, {'label': 'fear', 'score': 0.02243618480861187}, {'label': 'joy', 'score': 0.020132243633270264}, {'label': 'neutral', 'score': 0.8460332155227661}, {'label': 'sadness', 'score': 0.00831603817641735}, {'label': 'surprise', 'score': 0.005792912561446428}]]",neutral,0.8460332155227661,NEGATIVE,0.8710716366767883
ban.nalee,https:/www.instagram.com/p/Cc4c9jqpg2N/,CAN I HAVE YOUR NUMBER😍😍😍,"[[{'label': 'anger', 'score': 0.08933401852846146}, {'label': 'disgust', 'score': 0.014127963222563267}, {'label': 'fear', 'score': 0.028393710032105446}, {'label': 'joy', 'score': 0.005284324288368225}, {'label': 'neutral', 'score': 0.710655152797699}, {'label': 'sadness', 'score': 0.11825733631849289}, {'label': 'surprise', 'score': 0.033947620540857315}]]",neutral,0.710655152797699,POSITIVE,0.994762122631073
ban.nalee,https:/www.instagram.com/p/Cc4c9jqpg2N/,WHAT A HOTTIEEE🔥🔥,"[[{'label': 'anger', 'score': 0.1060386523604393}, {'label': 'disgust', 'score': 0.030258512124419212}, {'label': 'fear', 'score': 0.02142740972340107}, {'label': 'joy', 'score': 0.02292795293033123}, {'label': 'neutral', 'score': 0.16597606241703033}, {'label': 'sadness', 'score': 0.029491420835256577}, {'label': 'surprise', 'score': 0.6238799691200256}]]",surprise,0.6238799691200256,NEGATIVE,0.8901695609092712
ban.nalee,https:/www.instagram.com/p/Cc4c9jqpg2N/,Hottie?? 🔥😍,"[[{'label': 'anger', 'score': 0.030199149623513222}, {'label': 'disgust', 'score': 0.015104121528565884}, {'label': 'fear', 'score': 0.03313380479812622}, {'label': 'joy', 'score': 0.037094470113515854}, {'label': 'neutral', 'score': 0.7668783664703369}, {'label': 'sadness', 'score': 0.01117924228310585}, {'label': 'surprise', 'score': 0.10641080886125565}]]",neutral,0.7668783664703369,NEGATIVE,0.9807326197624208
ban.nalee,https:/www.instagram.com/p/CaG2IDOvaxY/,THE FIT IS 🔥😍🔥😍🔥,"[[{'label': 'anger', 'score': 0.746796727180481}, {'label': 'disgust', 'score': 0.07250688225030899}, {'label': 'fear', 'score': 0.04480540007352829}, {'label': 'joy', 'score': 0.00881704781204462}, {'label': 'neutral', 'score': 0.07818048447370529}, {'label': 'sadness', 'score': 0.03498176857829094}, {'label': 'surprise', 'score': 0.013911671005189419}]]",anger,0.746796727180481,POSITIVE,0.9888612627983092
ban.nalee,https:/www.instagram.com/p/CaG2IDOvaxY/,😍,"[[{'label': 'anger', 'score': 0.10557583719491959}, {'label': 'disgust', 'score': 0.06495044380426407}, {'label': 'fear', 'score': 0.01844700425863266}, {'label': 'joy', 'score': 0.03392431512475014}, {'label': 'neutral', 'score': 0.7202939987182617}, {'label': 'sadness', 'score': 0.047199148684740067}, {'label': 'surprise', 'score': 0.009609296917915344}]]",neutral,0.7202939987182617,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CaG2IDOvaxY/,💦✨,"[[{'label': 'anger', 'score': 0.01875188760459423}, {'label': 'disgust', 'score': 0.009699579328298569}, {'label': 'fear', 'score': 0.011241326108574867}, {'label': 'joy', 'score': 0.020008470863103867}, {'label': 'neutral', 'score': 0.9289010167121887}, {'label': 'sadness', 'score': 0.007214693818241358}, {'label': 'surprise', 'score': 0.004182981792837381}]]",neutral,0.9289010167121888,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CaG2IDOvaxY/,Queen behaviour 👑,"[[{'label': 'anger', 'score': 0.253743976354599}, {'label': 'disgust', 'score': 0.4930955767631531}, {'label': 'fear', 'score': 0.02050800994038582}, {'label': 'joy', 'score': 0.0071570370346307755}, {'label': 'neutral', 'score': 0.21269439160823822}, {'label': 'sadness', 'score': 0.010198281146585941}, {'label': 'surprise', 'score': 0.002602820750325918}]]",disgust,0.4930955767631531,NEGATIVE,0.9754045605659484
ban.nalee,https:/www.instagram.com/p/CaG2IDOvaxY/,what a hottie???🔥🔥🔥😍,"[[{'label': 'anger', 'score': 0.0375051386654377}, {'label': 'disgust', 'score': 0.00490639079362154}, {'label': 'fear', 'score': 0.03144645318388939}, {'label': 'joy', 'score': 0.019631661474704742}, {'label': 'neutral', 'score': 0.15782755613327026}, {'label': 'sadness', 'score': 0.013809110969305038}, {'label': 'surprise', 'score': 0.7348736524581909}]]",surprise,0.7348736524581909,NEGATIVE,0.9870882034301758
ban.nalee,https:/www.instagram.com/p/ChbZ7M7pGZW/,有個問題請教，請回復一下我的私信,"[[{'label': 'anger', 'score': 0.1996612250804901}, {'label': 'disgust', 'score': 0.06261272728443146}, {'label': 'fear', 'score': 0.05900661274790764}, {'label': 'joy', 'score': 0.031286850571632385}, {'label': 'neutral', 'score': 0.5895553827285767}, {'label': 'sadness', 'score': 0.028711803257465363}, {'label': 'surprise', 'score': 0.029165402054786682}]]",neutral,0.5895553827285767,NEGATIVE,0.9157073497772216
ban.nalee,https:/www.instagram.com/p/ChbZ7M7pGZW/,all red nice,"[[{'label': 'anger', 'score': 0.008576924912631512}, {'label': 'disgust', 'score': 0.0016911248676478863}, {'label': 'fear', 'score': 0.0008679599268361926}, {'label': 'joy', 'score': 0.3407595753669739}, {'label': 'neutral', 'score': 0.4276082217693329}, {'label': 'sadness', 'score': 0.037941157817840576}, {'label': 'surprise', 'score': 0.18255503475666046}]]",neutral,0.4276082217693329,POSITIVE,0.9998608827590942
ban.nalee,https:/www.instagram.com/p/ChbZ7M7pGZW/,STEAM 🥵,"[[{'label': 'anger', 'score': 0.03126277029514313}, {'label': 'disgust', 'score': 0.01936648041009903}, {'label': 'fear', 'score': 0.01117943786084652}, {'label': 'joy', 'score': 0.00822681374847889}, {'label': 'neutral', 'score': 0.9029719829559326}, {'label': 'sadness', 'score': 0.006524655967950821}, {'label': 'surprise', 'score': 0.02046777680516243}]]",neutral,0.9029719829559326,POSITIVE,0.7364601492881775
ban.nalee,https:/www.instagram.com/p/ChbZ7M7pGZW/,🔥🔥🔥🔥🔥,"[[{'label': 'anger', 'score': 0.03267514705657959}, {'label': 'disgust', 'score': 0.016591880470514297}, {'label': 'fear', 'score': 0.09353287518024445}, {'label': 'joy', 'score': 0.04638693481683731}, {'label': 'neutral', 'score': 0.7596887946128845}, {'label': 'sadness', 'score': 0.04274570941925049}, {'label': 'surprise', 'score': 0.008378672413527966}]]",neutral,0.7596887946128845,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/ChbZ7M7pGZW/,Pretty,"[[{'label': 'anger', 'score': 0.01056597288697958}, {'label': 'disgust', 'score': 0.07868369668722153}, {'label': 'fear', 'score': 0.003923742100596428}, {'label': 'joy', 'score': 0.053851984441280365}, {'label': 'neutral', 'score': 0.7971786260604858}, {'label': 'sadness', 'score': 0.016271889209747314}, {'label': 'surprise', 'score': 0.03952405974268913}]]",neutral,0.7971786260604858,POSITIVE,0.9998189806938172
ban.nalee,https:/www.instagram.com/p/ChbZ7M7pGZW/,Hello gorgeous. Hope you have a wonderful day.,"[[{'label': 'anger', 'score': 0.001291210763156414}, {'label': 'disgust', 'score': 0.0009781749686226249}, {'label': 'fear', 'score': 0.0007803475018590689}, {'label': 'joy', 'score': 0.8716192841529846}, {'label': 'neutral', 'score': 0.08803848922252655}, {'label': 'sadness', 'score': 0.004514293745160103}, {'label': 'surprise', 'score': 0.03277818486094475}]]",joy,0.8716192841529846,POSITIVE,0.9998663663864136
ban.nalee,https:/www.instagram.com/p/ChbZ7M7pGZW/,𝐒𝐞𝐧𝐝 𝐘𝐨𝐮𝐫 𝐏𝐢𝐜 🔥 @fashion._queens,"[[{'label': 'anger', 'score': 0.17662429809570312}, {'label': 'disgust', 'score': 0.0060318089090287685}, {'label': 'fear', 'score': 0.19778743386268616}, {'label': 'joy', 'score': 0.09211089462041855}, {'label': 'neutral', 'score': 0.3973590135574341}, {'label': 'sadness', 'score': 0.08524669706821442}, {'label': 'surprise', 'score': 0.04483981803059578}]]",neutral,0.3973590135574341,NEGATIVE,0.5690281391143799
ban.nalee,https:/www.instagram.com/p/CbrTS16pODN/,Wonderful,"[[{'label': 'anger', 'score': 0.012932881712913513}, {'label': 'disgust', 'score': 0.005727321375161409}, {'label': 'fear', 'score': 0.03613073751330376}, {'label': 'joy', 'score': 0.19107651710510254}, {'label': 'neutral', 'score': 0.06838880479335785}, {'label': 'sadness', 'score': 0.016876036301255226}, {'label': 'surprise', 'score': 0.6688677072525024}]]",surprise,0.6688677072525024,POSITIVE,0.9998772144317628
ban.nalee,https:/www.instagram.com/p/CbrTS16pODN/,❤️❤️❤️,"[[{'label': 'anger', 'score': 0.01926865056157112}, {'label': 'disgust', 'score': 0.015333377756178379}, {'label': 'fear', 'score': 0.06424296647310257}, {'label': 'joy', 'score': 0.09233351051807404}, {'label': 'neutral', 'score': 0.745339035987854}, {'label': 'sadness', 'score': 0.05586199834942818}, {'label': 'surprise', 'score': 0.00762050598859787}]]",neutral,0.745339035987854,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CbrTS16pODN/,Pretty,"[[{'label': 'anger', 'score': 0.01056597288697958}, {'label': 'disgust', 'score': 0.07868369668722153}, {'label': 'fear', 'score': 0.003923742100596428}, {'label': 'joy', 'score': 0.053851984441280365}, {'label': 'neutral', 'score': 0.7971786260604858}, {'label': 'sadness', 'score': 0.016271889209747314}, {'label': 'surprise', 'score': 0.03952405974268913}]]",neutral,0.7971786260604858,POSITIVE,0.9998189806938172
ban.nalee,https:/www.instagram.com/p/CbrTS16pODN/,WEET WEET 🔥🔥,"[[{'label': 'anger', 'score': 0.018107028678059578}, {'label': 'disgust', 'score': 0.025859445333480835}, {'label': 'fear', 'score': 0.018344277516007423}, {'label': 'joy', 'score': 0.009836739860475063}, {'label': 'neutral', 'score': 0.8895158171653748}, {'label': 'sadness', 'score': 0.024331415072083473}, {'label': 'surprise', 'score': 0.014005342498421669}]]",neutral,0.8895158171653748,NEGATIVE,0.9698328375816344
ban.nalee,https:/www.instagram.com/p/CkamCVCpT14/,where’s ur tights from!,"[[{'label': 'anger', 'score': 0.057896193116903305}, {'label': 'disgust', 'score': 0.029395103454589844}, {'label': 'fear', 'score': 0.004983220715075731}, {'label': 'joy', 'score': 0.01629386842250824}, {'label': 'neutral', 'score': 0.3393229842185974}, {'label': 'sadness', 'score': 0.029880527406930923}, {'label': 'surprise', 'score': 0.5222281217575073}]]",surprise,0.5222281217575073,NEGATIVE,0.9671435952186584
ban.nalee,https:/www.instagram.com/p/CkamCVCpT14/,looking good 😉 wishing you a good trip with our perfume kit!! 🤍,"[[{'label': 'anger', 'score': 0.003506503766402602}, {'label': 'disgust', 'score': 0.001195120275951922}, {'label': 'fear', 'score': 0.0007038217154331505}, {'label': 'joy', 'score': 0.9113595485687256}, {'label': 'neutral', 'score': 0.05425531044602394}, {'label': 'sadness', 'score': 0.005049955099821091}, {'label': 'surprise', 'score': 0.023929806426167488}]]",joy,0.9113595485687256,POSITIVE,0.9994956254959106
ban.nalee,https:/www.instagram.com/p/ClFcDm8PLjg/,Pretty 😍😍😍,"[[{'label': 'anger', 'score': 0.05122761428356171}, {'label': 'disgust', 'score': 0.04412230849266052}, {'label': 'fear', 'score': 0.012384599074721336}, {'label': 'joy', 'score': 0.22360096871852875}, {'label': 'neutral', 'score': 0.6040692329406738}, {'label': 'sadness', 'score': 0.03894979879260063}, {'label': 'surprise', 'score': 0.0256455410271883}]]",neutral,0.6040692329406738,POSITIVE,0.9980450868606568
ban.nalee,https:/www.instagram.com/p/ClFcDm8PLjg/,😍😍,"[[{'label': 'anger', 'score': 0.1112423911690712}, {'label': 'disgust', 'score': 0.052428338676691055}, {'label': 'fear', 'score': 0.02777562476694584}, {'label': 'joy', 'score': 0.05773245170712471}, {'label': 'neutral', 'score': 0.6610772013664246}, {'label': 'sadness', 'score': 0.0721854493021965}, {'label': 'surprise', 'score': 0.01755852997303009}]]",neutral,0.6610772013664246,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CftRnfmpz4l/,Is it @ppeaxxch,"[[{'label': 'anger', 'score': 0.005261732265353203}, {'label': 'disgust', 'score': 0.0007887473911978304}, {'label': 'fear', 'score': 0.003427471499890089}, {'label': 'joy', 'score': 0.0069969878531992435}, {'label': 'neutral', 'score': 0.7345098853111267}, {'label': 'sadness', 'score': 0.011721028946340084}, {'label': 'surprise', 'score': 0.23729418218135834}]]",neutral,0.7345098853111267,NEGATIVE,0.9685539603233336
ban.nalee,https:/www.instagram.com/p/CftRnfmpz4l/,Very cute🔥🔥🔥,"[[{'label': 'anger', 'score': 0.0074511622078716755}, {'label': 'disgust', 'score': 0.02017173357307911}, {'label': 'fear', 'score': 0.003323510754853487}, {'label': 'joy', 'score': 0.8042997121810913}, {'label': 'neutral', 'score': 0.14542141556739807}, {'label': 'sadness', 'score': 0.012029333971440792}, {'label': 'surprise', 'score': 0.007303197402507067}]]",joy,0.8042997121810913,POSITIVE,0.8243635296821594
ban.nalee,https:/www.instagram.com/p/CftRnfmpz4l/,😍🤤,"[[{'label': 'anger', 'score': 0.043654389679431915}, {'label': 'disgust', 'score': 0.017570331692695618}, {'label': 'fear', 'score': 0.017847588285803795}, {'label': 'joy', 'score': 0.04542471468448639}, {'label': 'neutral', 'score': 0.841608464717865}, {'label': 'sadness', 'score': 0.02553688921034336}, {'label': 'surprise', 'score': 0.008357592858374119}]]",neutral,0.841608464717865,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CftRnfmpz4l/,🤤🤤🤤🤤,"[[{'label': 'anger', 'score': 0.04623532295227051}, {'label': 'disgust', 'score': 0.010908044874668121}, {'label': 'fear', 'score': 0.04302109405398369}, {'label': 'joy', 'score': 0.16915138065814972}, {'label': 'neutral', 'score': 0.6502174139022827}, {'label': 'sadness', 'score': 0.06208350881934166}, {'label': 'surprise', 'score': 0.01838321052491665}]]",neutral,0.6502174139022827,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,👏🏽🔥.,"[[{'label': 'anger', 'score': 0.040080875158309937}, {'label': 'disgust', 'score': 0.023172719404101372}, {'label': 'fear', 'score': 0.02119169943034649}, {'label': 'joy', 'score': 0.027192559093236923}, {'label': 'neutral', 'score': 0.8639699220657349}, {'label': 'sadness', 'score': 0.02107934094965458}, {'label': 'surprise', 'score': 0.0033129157964140177}]]",neutral,0.8639699220657349,NEGATIVE,0.6269725561141968
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,😍,"[[{'label': 'anger', 'score': 0.10557583719491959}, {'label': 'disgust', 'score': 0.06495044380426407}, {'label': 'fear', 'score': 0.01844700425863266}, {'label': 'joy', 'score': 0.03392431512475014}, {'label': 'neutral', 'score': 0.7202939987182617}, {'label': 'sadness', 'score': 0.047199148684740067}, {'label': 'surprise', 'score': 0.009609296917915344}]]",neutral,0.7202939987182617,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,@chuayeeting sui mak mak,"[[{'label': 'anger', 'score': 0.041884895414114}, {'label': 'disgust', 'score': 0.004641031380742788}, {'label': 'fear', 'score': 0.16246864199638367}, {'label': 'joy', 'score': 0.1750895380973816}, {'label': 'neutral', 'score': 0.3086682856082916}, {'label': 'sadness', 'score': 0.19191572070121765}, {'label': 'surprise', 'score': 0.11533186584711075}]]",neutral,0.3086682856082916,NEGATIVE,0.9673349857330322
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,Damn 😍❤️,"[[{'label': 'anger', 'score': 0.3096902668476105}, {'label': 'disgust', 'score': 0.3763450086116791}, {'label': 'fear', 'score': 0.01733027771115303}, {'label': 'joy', 'score': 0.010294981300830841}, {'label': 'neutral', 'score': 0.08721837401390076}, {'label': 'sadness', 'score': 0.1303623467683792}, {'label': 'surprise', 'score': 0.06875870376825333}]]",disgust,0.3763450086116791,NEGATIVE,0.9898383617401124
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,🔥🔥,"[[{'label': 'anger', 'score': 0.026171812787652016}, {'label': 'disgust', 'score': 0.017177799716591835}, {'label': 'fear', 'score': 0.05804770439863205}, {'label': 'joy', 'score': 0.027398433536291122}, {'label': 'neutral', 'score': 0.8386677503585815}, {'label': 'sadness', 'score': 0.02714729495346546}, {'label': 'surprise', 'score': 0.005389271769672632}]]",neutral,0.8386677503585815,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,🔥🔥🔥,"[[{'label': 'anger', 'score': 0.03253598138689995}, {'label': 'disgust', 'score': 0.01887647621333599}, {'label': 'fear', 'score': 0.08777416497468948}, {'label': 'joy', 'score': 0.04017253965139389}, {'label': 'neutral', 'score': 0.7772300839424133}, {'label': 'sadness', 'score': 0.036787115037441254}, {'label': 'surprise', 'score': 0.006623611319810152}]]",neutral,0.7772300839424133,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,😍😍,"[[{'label': 'anger', 'score': 0.1112423911690712}, {'label': 'disgust', 'score': 0.052428338676691055}, {'label': 'fear', 'score': 0.02777562476694584}, {'label': 'joy', 'score': 0.05773245170712471}, {'label': 'neutral', 'score': 0.6610772013664246}, {'label': 'sadness', 'score': 0.0721854493021965}, {'label': 'surprise', 'score': 0.01755852997303009}]]",neutral,0.6610772013664246,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,😍🔥❤️,"[[{'label': 'anger', 'score': 0.04076286032795906}, {'label': 'disgust', 'score': 0.01567051373422146}, {'label': 'fear', 'score': 0.07394285500049591}, {'label': 'joy', 'score': 0.04923175275325775}, {'label': 'neutral', 'score': 0.7896265387535095}, {'label': 'sadness', 'score': 0.025531714782118797}, {'label': 'surprise', 'score': 0.005233746487647295}]]",neutral,0.7896265387535095,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/Cfvz1UQpoc1/,Mommy,"[[{'label': 'anger', 'score': 0.032446980476379395}, {'label': 'disgust', 'score': 0.02105853334069252}, {'label': 'fear', 'score': 0.007741448003798723}, {'label': 'joy', 'score': 0.12945401668548584}, {'label': 'neutral', 'score': 0.26015517115592957}, {'label': 'sadness', 'score': 0.3625856637954712}, {'label': 'surprise', 'score': 0.18655815720558167}]]",sadness,0.3625856637954712,POSITIVE,0.9881312847137452
ban.nalee,https:/www.instagram.com/p/CiJzvg9JzvZ/,✍✍,"[[{'label': 'anger', 'score': 0.026396913453936577}, {'label': 'disgust', 'score': 0.03217017650604248}, {'label': 'fear', 'score': 0.03344397246837616}, {'label': 'joy', 'score': 0.0214042067527771}, {'label': 'neutral', 'score': 0.862678050994873}, {'label': 'sadness', 'score': 0.017620470374822617}, {'label': 'surprise', 'score': 0.006286281161010265}]]",neutral,0.862678050994873,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CiJzvg9JzvZ/,notedd,"[[{'label': 'anger', 'score': 0.02105480246245861}, {'label': 'disgust', 'score': 0.02118094637989998}, {'label': 'fear', 'score': 0.0066032265312969685}, {'label': 'joy', 'score': 0.02266533486545086}, {'label': 'neutral', 'score': 0.6007280349731445}, {'label': 'sadness', 'score': 0.26697733998298645}, {'label': 'surprise', 'score': 0.06079031154513359}]]",neutral,0.6007280349731445,POSITIVE,0.9898133873939514
ban.nalee,https:/www.instagram.com/p/CiJzvg9JzvZ/,😍🥵💕,"[[{'label': 'anger', 'score': 0.18449822068214417}, {'label': 'disgust', 'score': 0.04025515168905258}, {'label': 'fear', 'score': 0.038427773863077164}, {'label': 'joy', 'score': 0.044218648225069046}, {'label': 'neutral', 'score': 0.6311023235321045}, {'label': 'sadness', 'score': 0.03554194048047066}, {'label': 'surprise', 'score': 0.025956014171242714}]]",neutral,0.6311023235321045,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CbW6kLUprfB/,Please Recommend me this place to me next time ❤️🙌,"[[{'label': 'anger', 'score': 0.011026025749742985}, {'label': 'disgust', 'score': 0.006586355622857809}, {'label': 'fear', 'score': 0.041362565010786057}, {'label': 'joy', 'score': 0.046171557158231735}, {'label': 'neutral', 'score': 0.8683507442474365}, {'label': 'sadness', 'score': 0.010620440356433392}, {'label': 'surprise', 'score': 0.015882248058915138}]]",neutral,0.8683507442474365,POSITIVE,0.999064028263092
ban.nalee,https:/www.instagram.com/p/CbW6kLUprfB/,❤️,"[[{'label': 'anger', 'score': 0.02386782504618168}, {'label': 'disgust', 'score': 0.03476761654019356}, {'label': 'fear', 'score': 0.01778634823858738}, {'label': 'joy', 'score': 0.0760202705860138}, {'label': 'neutral', 'score': 0.8024983406066895}, {'label': 'sadness', 'score': 0.038254931569099426}, {'label': 'surprise', 'score': 0.006804734468460083}]]",neutral,0.8024983406066895,NEGATIVE,0.6970565915107727
ban.nalee,https:/www.instagram.com/p/CfJExXypOKw/,I post a different shirt everyday,"[[{'label': 'anger', 'score': 0.009531516581773758}, {'label': 'disgust', 'score': 0.0063291871920228004}, {'label': 'fear', 'score': 0.0022807945497334003}, {'label': 'joy', 'score': 0.006055088248103857}, {'label': 'neutral', 'score': 0.9136552810668945}, {'label': 'sadness', 'score': 0.007913910783827305}, {'label': 'surprise', 'score': 0.054234180599451065}]]",neutral,0.9136552810668944,POSITIVE,0.9678736329078674
ban.nalee,https:/www.instagram.com/p/CfJExXypOKw/,Girl on fire 🔥🔥🔥🔥🔥,"[[{'label': 'anger', 'score': 0.6765378713607788}, {'label': 'disgust', 'score': 0.007597619667649269}, {'label': 'fear', 'score': 0.22550594806671143}, {'label': 'joy', 'score': 0.006787039805203676}, {'label': 'neutral', 'score': 0.06327619403600693}, {'label': 'sadness', 'score': 0.010237857699394226}, {'label': 'surprise', 'score': 0.010057492181658745}]]",anger,0.6765378713607788,POSITIVE,0.989332675933838
ban.nalee,https:/www.instagram.com/p/CfJExXypOKw/,hoodie thrift murah kak,"[[{'label': 'anger', 'score': 0.02025715261697769}, {'label': 'disgust', 'score': 0.008858461864292622}, {'label': 'fear', 'score': 0.06223215162754059}, {'label': 'joy', 'score': 0.710898220539093}, {'label': 'neutral', 'score': 0.11420860141515732}, {'label': 'sadness', 'score': 0.05250150337815285}, {'label': 'surprise', 'score': 0.031043974682688713}]]",joy,0.710898220539093,NEGATIVE,0.9974188804626464
ban.nalee,https:/www.instagram.com/p/CfJExXypOKw/,Pretty @ban.nalee,"[[{'label': 'anger', 'score': 0.004032563883811235}, {'label': 'disgust', 'score': 0.0008082055719569325}, {'label': 'fear', 'score': 0.0025669538881629705}, {'label': 'joy', 'score': 0.19924506545066833}, {'label': 'neutral', 'score': 0.44387176632881165}, {'label': 'sadness', 'score': 0.03269399330019951}, {'label': 'surprise', 'score': 0.3167814314365387}]]",neutral,0.4438717663288116,NEGATIVE,0.9807143807411194
ban.nalee,https:/www.instagram.com/p/CfJExXypOKw/,@ban.nalee Have a great HAPPY THURSDAY & HAPPY JUNE 2022 FOR YOU 🌌🌠💎💎🌸🌸🌼🌼🌺🌺,"[[{'label': 'anger', 'score': 0.002280638087540865}, {'label': 'disgust', 'score': 0.0002735057787504047}, {'label': 'fear', 'score': 0.0006834130617789924}, {'label': 'joy', 'score': 0.9299072623252869}, {'label': 'neutral', 'score': 0.021297434344887733}, {'label': 'sadness', 'score': 0.01576458290219307}, {'label': 'surprise', 'score': 0.029793141409754753}]]",joy,0.9299072623252868,POSITIVE,0.99973863363266
